author,title,isbn,dept_course
GOLDMAN,POWER IN UNCERTAIN TIMES,9780804774338,['GOVT 745']
GOLDSMITH,GOVERNING BY NETWORK,9780815731290,['PUAD 703']
GOLDSTEIN,COGNITIVE PSYCHOLOGY-TEXT,9781285763880,['PSYC 317']
GOLDSTEIN,COGNITIVE PSYCHOLOGY-W/ACCESS,9781305416420,['PSYC 317']
GOLDSTEIN,FINITE MATHEMATICS+ITS APP.-TEXT,9780321878052,"['MATH 110', 'MATH 111']"
GOLDSTEIN,FINITE MATHEMATICS+ITS APPL.(LOOSELEAF),9780321878649,"['MATH 110', 'MATH 111']"
GOLDSTEIN,FINITE MATHEMATICS+ITS APPL.-STUD.SOLN.,9780321878311,"['MATH 110', 'MATH 111']"
GOLDSTEIN,HTML5+CSS3 FOR THE REAL WORLD,9780987467485,"['ENGH 375', 'ENGH 507']"
GOLDSTEIN,"INTERNATIONAL RELATIONS,2013-14 UPDATE",9780205971367,['GOVT 132']
GOLDSTEIN,ONCE UPON A VIRUS,9780874215878,['HNRS 131']
GOLDSTEIN,SENSATION+PERCEPTION-TEXT,9781133958475,['PSYC 309']
GOMAA,SOFTWARE MODELING+DESIGN,9780521764148,"['CS 321', 'INFS 622', 'SWE 621']"
GONGLEWSKI,TREFFPUNKT DEUTSCH,9780205782789,"['GERM 110', 'GERM 210']"
GONGLEWSKI,TREFFPUNKT DEUTSCH (LOOSE)-W/ACCESS,9780205995004,"['GERM 110', 'GERM 210']"
GONGLEWSKI,TREFFPUNKT DEUTSCH-AUDIO CDS(2),9780205783380,"['GERM 110', 'GERM 210']"
GONGLEWSKI,TREFFPUNKT DEUTSCH-MYGERMANLAB (MULTI),9780205978595,"['GERM 110', 'GERM 210']"
GONGLEWSKI,TREFFPUNKT DEUTSCH-W/MYGERMANLAB(MULTI),9780205995035,"['GERM 110', 'GERM 210']"
GONZALES,"MEXICAN REVOLUTION,1910-1940",9780826327802,['HIST 364']
GONZALEZ,"OUR VOICES:ESSAYS IN CULTURE,...",9780199737215,['COMM 305']
GONZALEZ,OUR VOICES+UNDERSTANDING INTERCULT COM,9780199922796,['COMM 305']
GOODAIRE,DISCRETE MATHEMATICS WITH GRAPH THEORY,9780131679955,['MATH 125']
GOODEN,PRINCIPAL'S LEGAL HANDBOOK,9781565341548,['EDLE 612']
GOODMAN,COLLABORATIVE ASSESSMENT,9780891288695,"['EDSE 418', 'EDSE 518']"
GORDER,FRONT-LINE LEADER,9781118933343,['NURS 688']
GORDILLO,MEXICAN WOMEN+OTHER SIDE OF IMMIGRATION,9780292728929,['SOCI 860']
GORDON,CONTROVERSIES IN MEDIA ETHICS,9780415963329,['FAVS 352']
GORDON,MODERN HISTORY OF JAPAN,9780199930159,['HIST 357']
GORDON,UNDERSTANDING CONTEMPORARY AFRICA,9781588268471,"['GLOA 450', 'GLOA 599']"
GORDON-REED,HEMINGSES OF MONTICELLO,9780393337761,['HIST 620']
GORN,BRIEF HISTORY OF AMERICAN SPORTS,9780252079481,['SRST 200']
GORNICK,SITUATION+THE STORY,9780374528584,['ENGH 399']
GORSKI,BIG LIES OF SCHOOL REFORM,9780415707947,['EDUC 542']
GORSKI,CASE STUDIES ON DIVERSITY+SOCIAL...,9780415658256,"['NCLC 436', 'NCLC 595']"
GORSKI,REACHING+TEACHING STUDENTS IN POVERTY,9780807754573,['EDUC 301']
GOSSELIN,PHP PROGRAMMING WITH MYSQL,9780538745840,['IT 207']
GOTTLIEB,ACADEMIC LANGUAGE IN DIVERSE CLASSROOMS,9781452234786,['EDRD 610']
GOULD,AMONG THE POWERS OF THE EARTH,9780674416949,['HIST 620']
GOULD,INTRODUCTORY STATISTICS(LL)-W/MYSTATLAB,9780134216386,['STAT 250']
GRABER,MASS MEDIA+AMERICAN POLITICS,9781452287287,"['COMM 350', 'COMM 412', 'GOVT 412']"
GRAFF,CLUELESS IN ACADEME,9780300105148,['ENGH 610']
GRAFF,"THEY SAY,I SAY-W/READINGS",9780393937510,['ENGH 302']
GRAFF,THEY SAY/I SAY,9780393935844,"['EDUC 800', 'ENGH 101', 'ENGH 302', 'ENGH 305', 'ENGH 401']"
GRAHAM,ANSI COMMON LISP,9780133708752,['CS 687']
GRAHAM,EROSION,9780691014050,['ENGH 310']
GRAMA,INTRO.TO PARALLEL COMPUTING,9780201648652,['CS 499']
GRAMI,INTRODUCTION TO DIGITAL COMMUNICATION,9780124076822,"['ECE 463', 'TCOM 551']"
GRANDIN,"EMPIRE OF NECESSITY:SLAVERY,FREEDOM...",9781250062109,['HNRS 130']
GRANT,"HOME,SCHOOL,+COMMUNITY COLLABORATION",9781483347547,"['ECED 404', 'ECED 504']"
GRAPHIC ARTIST,HANDBOOK:PRICING+ETHICAL GUIDELINES,9780932102164,"['AVT 413', 'AVT 519']"
GRAUSTEIN,PLANE&SOLID ANALYTIC GEOMETRY,9781342902511,['MATH 312']
GRAVES,DIGITAL ARCHAEOLOGY,9780321803900,['CFRS 790']
GRAVETTER,ESSEN.OF STAT.F/BEHAVIORAL SCI.,9781133956570,"['CRIM 782', 'EDRS 620']"
GRAVETTER,ESSEN.OF STAT.F/BEHAVIORAL SCI. (LL),9781285056340,['EDRS 620']
GRAY,POLITICS IN AMERICAN STATES,9781608719983,['PUAD 651']
GREELEY,INTRO.TO PLANETARY GEOMORPHOLOGY,9780521867115,['GEOL 315']
GREEN,FAULT IN OUR STARS,9780147513731,['ENGH 526']
GREEN,GREEK+LATIN ROOTS OF ENGLISH,9781442233270,['CLAS 240']
GREEN,HEALTH PROMOTION,9781446294000,['NUTR 675']
GREEN,PARTISAN HEARTS+MINDS,9780300101560,['GOVT 510']
GREENBLATT,NORTON ANTH.ENG.LIT..V.B:SIXTEENTH CENT,9780393912500,['ENGH 202']
GREENBLATT,NORTON SHAKESPEARE-4 VOL.SET,9780393265460,['ENGH 323']
GREENBLATT,NORTON SHAKESPEARE-W/ACCESS,9780393934991,['ENGH 322']
GREENE,ECONOMETRIC ANALYSIS,9780131395381,['ECON 637']
GREENE,FROM INQUIRY TO ACAD.WRITING:TXT.+RDR.,9780312601416,['ENGH 101']
GREENE,MIX METHODS IN SOCIAL INQUIRY,9780787983826,['EDRS 824']
GREENE,QUIET AMERICAN,9780143039020,"['HIST 387', 'HIST 389']"
GREENFELD,NATIONALISM,9780674603196,['GOVT 741']
GREENGRASS,CHRISTENDOM DESTROYED : EUROPE 1517-1648,9780143127918,['HIST 643']
GREWAL,M:MARKETING-CONNECTPLUS ACCESS,9780077635633,['MBUS 303']
GREWAL,M:MARKETING-TEXT,9780077861025,['MBUS 303']
GREWAL,M:MARKETING-W/CONNECTPLUS ACCESS,9781259674693,['MBUS 303']
GREWAL,MARKETING-CONNECT ACCESS (1 SEM.),9781259304880,"['MKTG 301', 'MKTG 303']"
GREWAL,MARKETING-TEXT,9780077729028,"['MKTG 301', 'MKTG 303']"
GREWAL,MARKETING-W/ACCESS,9781259677205,"['MKTG 301', 'MKTG 303']"
GRIBBLE,RUSSIAN ROOT LIST,9780893570521,['RUSS 311']
GRIDLEY,CONCISE GUIDE TO JAZZ,9780205937004,['MUSI 107']
GRIDLEY,CONCISE GUIDE TO JAZZ (LOOSELEAF),9780205937493,['MUSI 107']
GRIDLEY,CONCISE GUIDE TO JAZZ-CLASSICS 2 CDS,9780205937387,['MUSI 107']
GRIMM,STRATEGY AS ACTION,9780195161441,['MGMT 471']
GRINNELL,PROGRAM EVALUATION FOR SOCIAL WORKERS,9780190227302,['SOCW 688']
GRISHAM,BLEACHERS,9780385340878,['SPMT 322']
GROPPER,ADVANCED NUTRITION+HUMAN METABOLISM,9781133104056,['NUTR 644']
GROSS,FUND.OF QUEUEING THEORY,9780471791270,['OR 647']
GROSSMAN,PARTNERSHIP GOVERNANCE IN PUBLIC MGMT,9780765644053,['PUAD 703']
GROSSMAN,YELLOW WIND,9780312420987,['GOVT 444']
GRYNAVISKI,CONSTRUCTIVE ILLUSIONS,9780801452062,['GOVT 540']
GUERRA,VISIONS OF POWER IN CUBA,9781469618869,['HIST 364']
GUERRERO,CLOSE ENCOUNTERS,9781452217109,['COMM 301']
GUINS,POPULAR CULTURE:READER,9780761974727,['COMM 690']
GUIRGIS,LAST DAYS OF JUDAS ISCARIOT,9780822220824,"['THR 381', 'THR 480']"
GUSSOW,THIS ORGANIC LIFE,9781931498241,['EVPP 336']
GUTEK,HISTORICAL+PHILOSOPH.FOUND.OF EDUCATION,9780137152735,['NCLC 322']
GUTIERREZ,GAUCHO JUAN MOREIRA,9781624661365,['HNRS 230']
GUTIERREZ,WE DRINK FROM OUR OWN WELLS-20TH ANNIV.,9781570754968,['RELI 320']
GUTKIND,YOU CAN'T MAKE THIS STUFF UP,9780738215549,['ENGH 399']
GUZMAN,UNIDOS  -ACCESS (MULTI-SEMESTER),9780133959628,['SPAN 115']
GUZMAN,UNIDOS  -MYSPANISHLAB ACCESS CARD,9781269418898,['SPAN 210']
GWARTNEY,"COMMON SENSE ECONOMICS,REV+UPDATED",9780312644895,['ECON 385']
GWARTNEY,MICROECONOMICS,9781111970611,['ECON 103']
HABERMAS,STRUCTURAL TRANSFORM.OF PUBLIC SPHERE,9780262581080,['SOCI 712']
HACKER,POCKET STYLE MANUAL-APA VERSION,9781319011130,"['ENGH 302', 'SPMT 430', 'SRST 598']"
HACKER,POCKET STYLE MANUAL-TEXT,9781457642326,"['BIS 300', 'BIS 390', 'ENGH 101', 'ENGH 302']"
HACKER,RESEARCH+DOCUMENT.IN DIGITAL AGE,9781457650697,['ENGH 302']
HACKER,RULES FOR WRITERS,9780312647360,['ENGH 101']
HACKER,WRITER'S REF.W/EXERCISES,9781457686542,"['GCH 465', 'HAP 465']"
HACKER,WRITER'S REF.W/RESOURCES...WRITERS+ESL,9781457686511,"['ENGH 100', 'ENGH 121']"
HACKER,WRITER'S REFERENCE,9781457666766,['HAP 465']
HACKOS,USER+TASK ANALYSIS FOR INTERFACE DESIGN,9780471178316,['PSYC 645']
HADDON,CURIOUS INCIDENT OF DOG IN NIGHT-TIME,9781400032716,"['ENGH 202', 'ENGH 497', 'ENGH 513']"
HAGEN,WHITE SPACE IS NOT YOUR ENEMY,9780240824147,"['COMM 386', 'HIST 697']"
HAGUE,POLITICAL SCIENCE,9781137324030,['GOVT 133']
HAIDER,SHI'I ISLAM:AN INTRODUCTION,9781107625785,['HIST 387']
HALEEM,QUR'AN,9780199535958,['RELI 211']
HALES,INVITATION TO HEALTH,9781305638006,['HEAL 110']
HALES,INVITATION TO HEALTH:LIVE IT NOW!,9781285783116,['HEAL 110']
HALEY,BRAIN-COMPATIBLE DIFFERENTIATED INSTR..,9780205582396,['EDCI 519']
HALEY,CONTENT-BASED SECOND LANG.TEACHING...,9780133066722,"['EDCI 519', 'EDCI 684']"
HALL,ADMINISTRATIVE LAW,9780133493870,['GOVT 452']
HALL,GUYTON+HALL TEXTBOOK OF MED...-W/ACCESS,9781455770052,['RHBS 711']
HALL,UNIVERSAL DESIGN F/LEARNING IN CLASSRM.,9781462506316,['EDAT 524']
HALLAHAN,EXCEPTIONAL LEARNERS (LOOSE)-W/ACCESS,9780133570724,"['EDSE 401', 'EDSE 501']"
HALLAHAN,EXCEPTIONAL LEARNERS-TEXT (LOOSELEAF),9780133571042,['EDSE 501']
HALLWOOD,INTERNATIONAL MONEY+FINANCE,9780631204626,['ECON 871']
HALSEY,FREELANCER'S GDE.TO CORPORATE EVENT...,9780240812243,"['THR 313', 'TOUR 313']"
HAMANN,STRATEGIES FOR TEACHING STRINGS-W/DVD,9780199857227,['MUSI 553']
HAMAYAN,SPECIAL EDUCATION CONSIDERATIONS...,9781934000113,['EDUC 845']
HAMERTON-KELLY,VIOLENT ORIGINS,9780804715188,"['ANTH 399', 'ANTH 699']"
HAMMACK,NARRATIVE+THE POLITICS OF IDENTITY,9780195394467,['GOVT 444']
HAMMAD,"BORN PALESTINIAN,BORN BLACK",9780976014225,['ENGH 201']
HAMMITT,WILDLAND RECREATION,9781118397008,['PRLS 533']
HANDLER,BEST AMERICAN NONREQUIRED READING 2014,9780544129665,['ENGH 396']
HANLY,PROB.SOLV.+PROG.DESIGN IN C,9780132936491,['CS 222']
HANSON,10 GEOGRAPHIC IDEAS THAT CHANGED WORLD,9780813523576,['GGS 415']
HANSON,DRUGS+SOCIETY-W/ACCESS CODE,9781284036374,['HEAL 310']
HANSON,FUNDAMENTALS OF NANOELECTRONICS,9780131957084,['ECE 685']
HANSON,MASS COMMUNICATION:LIVING IN MEDIA...,9781483344751,['COMM 380']
HARE,WITHOUT CONSCIENCE,9781572304512,['PSYC 462']
HARGREAVES,PROFESSIONAL CAPITAL,9780807753323,['EDUC 615']
HARMS,DILIGENT:VOYAGE THROU.WORLDS OF SLAVE..,9780465028726,"['HIST 535', 'HIST 615', 'HIST 635']"
HAROUTOUNIAN,KINDLING THE SPARK,9780195156386,['MUSI 251']
HARRINGTON,ADMINISTRATIVE LAW+POLITICS,9781452240404,['GOVT 452']
HARRINGTON,DESIGN OF EXPERIMENTS IN NEUROSCIENCE,9781412974325,['NEUR 411']
HARRIS,CISSP ALL-IN-ONE EXAM GUIDE-W/CD,9780071781749,['IT 462']
HARRIS,EXPLORING CHEMICAL ANALYSIS,9781429275033,['CHEM 321']
HARRIS,EXPLORING CHEMICAL ANALYSIS-SOLN.MAN.,9781464106415,['CHEM 321']
HARRIS,GOOD TO EAT:RIDDLES OF FOOD+CULTURE,9781577660156,['HNRS 230']
HARRIS,MODERN PHYSICS,9780805303087,['PHYS 308']
HARRIS,SEVENTEENTH-CENTURY ART+ARCHITECTURE,9780136033721,['ARTH 344']
HARRIS,UNDERSTANDING THE BIBLE,9780073407449,['RELI 235']
HARRIS,USING SOURCES EFFECTIVELY,9781936523351,['ENGH 302']
HART,CONCEPT OF LAW,9780199644704,['PHIL 311']
HART,LATIN AMERICA CINEMA,9781780233659,['SPAN 551']
HARTMAN,LOSE YOUR MOTHER,9780374531157,['CULT 860']
HARTMANN,THOM HARTMANN READER,9781576757611,['EVPP 336']
HARTSON,UX BOOK:PROCESS+GUIDELINES F/ENSURING..,9780123852410,['EDIT 752']
HARV.LAW REV.,BLUEBOOK:UNIFORM SYSTEM OF CITATION,9780692400197,"['PLGL 101', 'PLGL 104', 'PLGL 400']"
HARVEY,"PARIS,CAPITAL OF MODERNITY",9780415952200,['HIST 635']
HASLAM,NIXON:ADMINISTRATION+DEATH OF ALLENDE,9781844670307,['HIST 387']
HASTIE,ELEMENTS OF STATISTICAL LEARNING,9780387848570,['CSI 772']
HASTIE,RATIONAL CHOICE IN AN UNCERTAIN WORLD,9781412959032,"['OR 671', 'SYST 671']"
HATASA,NAKAMA 1,9780495798187,['JAPA 250']
HATASA,NAKAMA 1 -STUDENT ACTIVITY MANUAL,9781285433455,"['JAPA 110', 'JAPA 210']"
HATASA,NAKAMA 1 -TEXT,9781285429595,"['JAPA 110', 'JAPA 210']"
HATASA,NAKAMA 1-STUDENT ACTIVITIES MANUAL,9780495798286,['JAPA 250']
HATASA,NAKAMA 2-ENHANCED,9781285453743,['JAPA 331']
HATASA,NAKAMA 2-STUD.ACTIVITY MANUAL,9780547171708,['JAPA 331']
HATCH,DEMOCRATIZATION OF AMER.CHRISTIANITY,9780300050608,['HIST 620']
HATCH,PARALEGAL CAREER FOR DUMMIES-W/CD,9780471799566,"['PLGL 101', 'PLGL 104', 'PLGL 400']"
HATTERY,AFRICAN AMERICAN FAMILIES TODAY,9781442213975,['SOCI 308']
HATTERY,SOCIAL DYNAMICS OF FAMILY VIOLENCE,9780813344638,"['SOCI 395', 'SOCI 633', 'WMST 450', 'WMST 550']"
HAUSMAN,MODERN RADIO+AUDIO PRODUCTION,9781305077492,['COMM 354']
HAWS,MORMON IMAGE IN THE AMERICAN MIND,9780199897643,"['HIST 389', 'RELI 332']"
HAWTHORN,GLOSSARY OF CONTEMPORARY LIT.THEORY,9780340761953,['ENGH 351']
HAWTHORNE,SCARLET LETTER,9781598531121,['ENGH 343']
HAYDEN,INTRODUCTION TO HEALTH BEHAVIOR THEORY,9781449689742,['GCH 310']
HAYEK,CONSTITUTION OF LIBERTY:DEFINITIVE ED.,9780226315393,['ECON 330']
HAYES,HOW TO BE DRAWN,9780143126881,['ENGH 397']
HAYWOOD,THREE NOVELLAS,9780870134289,['ENGH 333']
HAZEN,GREAT IDEAS OF SCIENCE,9781935551126,['PROV 301']
HAZEN,SCIENCE MATTERS-EXPANDED+UPDATED,9780307454584,['NCLC 301']
HAZLITT,ECONOMICS IN ONE LESSON,9780517548233,"['ECON 103', 'ECON 309', 'ECON 385']"
HEALEY,TRANSFORMING PUBLIC HEALTH PRACTICE,9780470508954,['GCH 376']
HEANEY,BEOWULF-BILINGUAL ED.,9780393320978,['HIST 304']
HEATH,MADE TO STICK,9781400064281,"['COMM 430', 'ENGH 302', 'EVPP 490', 'EVPP 505']"
HEAVEY,STATISTICS FOR NURSING-W/ACCESS,9781284048346,['NURS 453']
HEBDA,HANDBOOK OF INFORMATICS FOR NURSES...,9780132574952,['NURS 457']
HEBERT,PHOTOGRAPHIC ATLAS F/ANATOMY+PHYSIOLOGY,9780321869258,['BIOL 431']
HECHT,AFRICAN AMERICAN COMMUNICATION,9780805839951,['COMM 385']
HECKLINGER,TRAINING FOR LIFE,9780757560484,['EDCD 610']
HEIDEGGER,QUESTION CONCERNING TECHNOLOGY+OTHER...,9780062290700,"['PHIL 421', 'PHIL 422', 'PHIL 615']"
HEILENMAN,VOILA!   -INTRO.TO FRENCH-ILRN ACCESS,9781428263024,"['FREN 110', 'FREN 115', 'FREN 210']"
HEILENMAN,VOILA!   -W/3 CDS,9781428231313,"['FREN 110', 'FREN 115', 'FREN 210']"
HEILENMAN,VOILA!   -W/3 CDS+ACCESS CARD,9781428280588,"['FREN 110', 'FREN 115', 'FREN 210']"
HEILENMAN,"VOILA,ENHANCED W/ILRN ACCESS CODE >IB<",9781285728391,"['FREN 110', 'FREN 115', 'FREN 210']"
HEIZER,PRIN.OF OPERATIONS MANAGEMENT,9780132968362,"['MBUS 306', 'OM 301', 'OM 303']"
HEIZER,PRIN.OF OPERATIONS MANAGEMENT-W/CD,9780133407945,"['OM 301', 'OM 303']"
HEIZER,PRIN.OF OPERATIONS MGMT.(LL)-W/CD,9780133404456,['OM 301']
HEJINIAN,MY LIFE+MY LIFE IN NINETIES,9780819573513,['ENGH 685']
HELD,ETHICS OF CARE,9780195325904,['PHIL 391']
HELFERT,FINANCIAL ANALYSIS TOOLS+TECHNIQUES,9780071378345,['GBUS 540']
HELFMAN,DIVERSITY OF FISHES,9781405124942,"['BIOL 480', 'EVPP 536']"
HELGESON,PSYCHOLOGY OF GENDER,9780205050185,['PSYC 362']
HELLMAN,LITTLE FOXES,9780822206774,['THR 335']
HELMAN,WORDS THEIR WAY WITH ENGLISH LEARNERS,9780136119029,['EDCI 510']
HELMS,RACE IS A NICE THING TO HAVE,9780917276132,['EDCD 660']
HENDERSON,EVALUATING LEISURE SERVICES:MAKING...,9781892132888,['PRLS 323']
HENDRICKS,IMPROVING SCHOOLS THROUGH ACTION RSRCH.,9780132868648,['EDCI 777']
HENNESSY,COMPUTER ARCHITECTURE,9780123838728,['ECE 611']
HENSLIN,SOCIOLOGY:DOWN TO EARTH APPROACH,9780205991648,['SOCI 101']
HERMAN,TRAUMA+RECOVERY,9780465087303,"['NCLC 314', 'SOCW 678']"
HERNÕNDEZ,ANTOLOGÕA POÕ_TICA,9788467033304,"['SPAN 480', 'SPAN 540']"
HEROLD,PRACT.GDE.TO HIPAA PRIVACY+SECURITY...,9781439855584,['HAP 790']
HERRELL,50 STRAT.F/TEACHING ENGLISH LANGUAGE...,9780133802450,['EDCI 519']
HERRERA,ASSESSMENT ACCOM.FOR CLASSRM.TEACHERS..,9780132853354,['EDCI 520']
HERRERA,MASTERING ESL/EFL METHODS-TEXT,9780133594973,['EDCI 519']
HERRERA,TEACHING READING TO ENG.LANG.LEARNERS,9780132855198,['EDRD 515']
HERSENT,IP TELEPHONY,9780470665848,['TCOM 631']
HERSEY,HIROSHIMA,9780679721031,['HNRS 122']
HERZOG,"SOME WE LOVE,SOME WE HATE,SOME WE EAT",9780061730856,['HNRS 230']
HESFORD,SPECTACULAR RHETORICS,9780822349518,"['CONF 399', 'GOVT 741', 'WMST 450', 'WMST 550']"
HESI,HESI COMPREH.REV.F/NCLEX-RN...-W/ACCESS,9781455727520,['NURS 491']
HESSE-BIBER,WORKING WOMEN IN AMERICA:SPLIT DREAMS,9780195150476,"['GOVT 319', 'HIST 389', 'SOCI 395', 'WMST 307']"
HETHERINGTON,FOR BETTER OR FOR WORSE,9780393324136,['SOCI 309']
HEUER,STRUCTURED ANALYTIC TECH.F/INTELL...,9781452241517,"['CRIM 312', 'CRIM 401']"
HEYRMAN,SOUTHERN CROSS,9780807847169,['HIST 615']
HIBBELER,ENGR.MECH.:DYNAMICS,9780132911276,"['ANTH 536', 'ME 231']"
HIBBELER,ENGR.MECH.:STATICS (LOOSELEAF),9780134056388,['ME 211']
HIBBELER,ENGR.MECH.:STATICS-TEXT,9780132915540,['CEIE 210']
HIBBELER,ENGR.MECH.:STATICS-TEXT,9780133918922,['ME 211']
HIBBELER,MECHANICS OF MATERIALS-W/VIDEO ACCESS,9780133254426,"['CEIE 310', 'ME 212']"
HIBBELER,STRUCTURAL ANALYSIS-W/VIDEO SOLN.ACCESS,9780133942842,['CEIE 311']
HICKMAN,REEL MUSIC:EXPLORING 100 YEARS OF...,9780393925746,['MUSI 301']
HICKS,FUND.CONCEPTS IN DESIGN OF EXPER.,9780195122732,['STAT 655']
HILL,ANIMAL PHYSIOLOGY,9780878935598,['BIOL 326']
HILL,ANIMAL PHYSIOLOGY (LOOSELEAF),9780878938988,['BIOL 326']
HILL,ARCHIVAL STRATEGIES+TECHNIQUES,9780803948259,"['SOCI 660', 'SOCI 860']"
HILLERMAN,BEST AMERICAN MYSTERY STORIES OF CENT.,9780618012718,"['ENGH 202', 'ENGH 497', 'ENGH 513']"
HILLEY,"PIANO F/DEVEL.MUSICIAN,MEDIA UPDT.-TEXT",9780495792291,"['MUSI 171', 'MUSI 172', 'MUSI 516']"
HINCHEY,ACTION RESEARCH PRIMER,9780820495279,"['EDUC 655', 'EDUC 657']"
HINNANT,LONDON JILT,9781551117379,['ENGH 333']
HIRSHLEIFER,PRICE THEORY+APPLICATIONS,9780521523424,['ECON 306']
HIRSI ALI,INFIDEL  (PB),9780743289696,['WMST 100']
HIRT,WHERE YOU WORK MATTERS,9780761834236,['CTCH 644']
HJORTSHOJ,TRANSITION TO COLLEGE WRITING,9780312440824,['PROV 504']
HOBBES,LEVIATHAN (9537280),9780199537280,['GOVT 520']
HOBBIE,INTERMEDIATE PHYSICS F/MEDICINE+BIOLOGY,9781441921673,['BENG 220']
HOBSBAWM,NATIONS+NATIONALISM SINCE 1780,9781107604629,['GOVT 741']
HOCKER,INTERPERSONAL CONFLICT,9780078036934,['CONF 320']
HODGIN,MODEL UN HANDBOOK,9780761854494,"['GLOA 450', 'GOVT 444']"
HOFF,FIRST COURSE IN BAYESIAN STAT.METHODS,9781441928283,"['CSI 674', 'SYST 664']"
HOFF,FIRST COURSE IN BAYESIAN STAT.METHODS,9780387922997,['SYST 664']
HOFF,LANGUAGE DEVELOPMENT,9781133939092,['PSYC 615']
HOFFMAN,INSIDE TERRORISM,9780231126991,"['BIOD 725', 'CRIM 475', 'GOVT 739', 'PUAD 738']"
HOFFMAN,INTRO.TO KINESIOLOGY-W/ACCESS,9781450434324,['KINE 100']
HOFMANN,SYNCHRONOUS TRAINER'S SURVIVAL GUIDE,9780787969431,['EDIT 574']
HOFSTEDE,CULTURES+ORGANIZATIONS,9780071664189,['CONF 310']
HOGAN,POWER,9780393319682,['ENGH 442']
HOGG,INTRO.TO MATH.STATISTICS,9780321795434,['MATH 453']
HOGG,INTRO.TO MATH.STATISTICS (LOOSELEAF),9780321794710,['MATH 453']
HOH,TRUE HISTORY OF TEA,9780500251461,['HNRS 230']
HOHENEGGER,LIQUID JADE,9780312333294,['HNRS 230']
HOLBROOK,ASHCROFT'S PROGRAM.INSTRUC.:UNIFIED...,9780996035309,['EDSE 616']
HOLCOMB,SPSS BASICS-TEXT+LEARNING RESOURCES,9781936523252,['GCH 335']
HOLCOMBE,PUBLIC SECTOR ECONOMICS,9780131450424,['ECON 330']
HOLCOMB-MCCOY,SCHOOL COUNSELING TO CLOSE ACHIEVEMENT,9781412941846,"['EDCD 755', 'EDCD 791']"
HOLLAND,VOICES OF QI,9781556433269,['RELI 341']
HOLLOWAY,MONIQUE+MANGO RAINS,9781577664352,['GCH 320']
HOLMAN,EXPERIMENTAL METHODS FOR ENGINEERS,9780073529301,['ME 321']
HOLMAN,PHIL 100: INTRODUCTION TO PHILOSOPHY,9781506607573,['PHIL 100']
HOLMES,ELECTRONIC+EXPERIMENTAL MUSIC-W/ACCESS,9781138792739,['MUSI 730']
HOLT,BEST AMERICAN MAGAZINE WRITING 2015,9780231169592,['ENGH 302']
HOLT,PHILOSOPHY OF SPORT,9781554811465,['PRLS 612']
HOLTZ,INTRO.TO GEOTECHNICAL ENGINEERING,9780132496346,['CEIE 635']
HOMAN,PROMOTING COMMUNITY CHANGE,9781305101944,['SOCW 687']
HOMER,ILIAD OF HOMER,9780226470498,['CLAS 390']
HOMER,ODYSSEY OF HOMER,9780061244186,['CLAS 390']
HONEYCHUCK,CHEM 314: 50 QUESTIONS >C<,9781506628073,['CHEM 314']
HONG,DEATH BEYOND DISAVOWAL,9780816695300,['CULT 860']
HONIG,EMERGENCY POLITICS,9780691152592,['GOVT 731']
HONTHANER,COMPLETE FILM PRODUCTION HANDBOOK,9780240811505,"['FAVS 311', 'FAVS 599']"
HOPKINS,PLANNING THE GREENSPACES OF 19TH C PARIS,9780807159842,['HIST 635']
HOPKINS,STARTING+MANAGING A NONPROFIT ORGAN...,9781118413456,['PUAD 659']
HOPKIRK,FOREIGN DEVILS ON SILK ROAD,9780870234354,"['ARTH 482', 'ARTH 599']"
HOPPER,OVERCOMING TRAUMA THROUGH YOGA,9781556439698,['SOCW 678']
HOPSON,NOTES FROM THE TALKING DRUM,9781612890050,['COMM 385']
HORAK,TELECOMMUNICATIONS+DATA COMMUN.HANDBOOK,9780470396070,['IT 300']
HORNGREN,COST ACCT.(LOOSELEAF),9780133428858,['ACCT 311']
HORNGREN,COST ACCT.(LOOSELEAF)-W/ACCESS,9780133781106,['ACCT 311']
HORNGREN,COST ACCT.-TEXT,9780133428704,['ACCT 311']
HORNGREN,COST ACCT.-W/ACCESS,9780133803815,['ACCT 311']
HORSFORD,LEARNING IN A BURNING HOUSE,9780807751763,['PRLS 116']
HORSTMANN,"BIG JAVA,LATE OBJECTS",9781118087886,"['IT 106', 'IT 196', 'IT 206']"
HORTON,HARD ROAD TO FREEDOM-V.2,9780813531816,['HIST 336']
HOUCK,FUNDAMENTALS OF FORENSIC SCIENCE,9780128000373,['FRSC 500']
HOUGHTALEN,FUND.OF HYDRAULIC ENGINEERING SYSTEMS,9780136016380,['CEIE 240']
HOUGHTON,GLOBAL WARMING,9780521709163,['CLIM 690']
HOUGHTON,POLITICAL PSYCHOLOGY,9780415833820,['GOVT 313']
HOUGLUM,BRUNNSTROM'S CLINICAL KINESIOLOGY,9780803623521,['RHBS 746']
HOUGLUM,PRIN.OF PHARMACOLOGY F/ATHLETIC TRAIN.,9781556429019,['ATEP 270']
HOUSE,DSM-5ëå DIAGNOSIS IN THE SCHOOLS,9781462523726,['PSYC 617']
HOUSTON,SPY THE LIE,9781250029621,"['CRIM 795', 'PSYC 461']"
HOWARD,ACADEMIC SPELLING POWER,9780618481217,['AE 045']
HOWARD,FINANCING SPORT,9781935412427,['SPMT 420']
