author,title,isbn,dept_course
ROTHAERMEL,STRATEGIC MANAGEMENT,9780077645069,['BUS 498']
ROTHAERMEL,STRATEGIC MANAGEMENT (LOOSELEAF),9780077645137,['BUS 498']
ROTHAERMEL,STRATEGIC MANAGEMENT:CONCEPTS,9780077324452,['BUS 498']
ROTHBAND,"MAN,ECONOMY+STATE WITH POWER+MARKET",9781933550992,['ECON 403']
ROTHBARD,MYSTERY OF BANKING,9781933550282,['ECON 310']
ROTHBLATT,VIRTUALLY HUMAN,9781250046918,['HNRS 353']
ROTHMAN,FLUSH TIMES+FEVER DREAMS,9780820346816,['HIST 615']
ROTHMAN,SLAVE COUNTRY,9780674024168,['HIST 620']
ROTHWELL,IN MIXED COMPANY:COMMUN..SMALL GROUPS..,9781285444604,['COMM 201']
ROUNDS,BASIC KAYAKING:ALL SKILLS+GEAR YOU NEED,9780811732109,['PRLS 170']
ROUSSEAU,BASIC POLITICAL WRITINGS,9781603846738,['GOVT 520']
ROUSSEAU,DESCOURSE ON THE ORIGIN OF INEQUALITY,9781435108776,"['GOVT 324', 'PHIL 324']"
ROUSSEAU,REVERIES OF SOLITARY WALKER,9780140443639,['ENGH 400']
ROUSSEL,MANAGEMENT+LEADERSHIP F/NRSE..-W/ACCESS,9781284067620,['NURS 766']
ROUSSEL,MANAGEMENT+LEADERSHIP F/NURSE..-ACCESS,9781284078398,['NURS 766']
ROWLANDSON,SOVEREIGNTY+GOODNESS OF GOD,9780312111519,['ENGH 650']
ROWLEY,"EXPLORING RUSSIA'S PAST,VOL.1",9780130653635,['HIST 328']
ROWLING,HARRY POTTER+PRISONER OF AZKABAN,9780439136365,['ENGH 201']
ROWSON,REUBEN+RACHEL,9781551118390,['ENGH 650']
ROYDEN,REAL ANALYSIS,9780131437470,['MATH 776']
RUBENSTEIN,CONTEMPORARY HUMAN GEO.-W/MASTER.ACCESS,9780321994301,['GGS 103']
RUBENSTEIN,CONTEMPORARY HUMAN GEOG.(LL)-W/ACCESS,9780134015903,['GGS 103']
RUBENSTEIN,CONTEMPORARY HUMAN GEOGRAPHY,9780321999016,['GGS 103']
RUBENSTEIN,CONTEMPORARY HUMAN...-MASTERINGGEOG.,9780134001227,['GGS 103']
RUBENSTEIN,CULTURAL LANDSCAPE:...(LOOSE),9780321841209,['GGS 103']
RUBENSTEIN,CULTURAL LANDSCAPE:INTRO.TO HUMAN GEOG.,9780321831583,['GGS 103']
RUBIN,ISRAEL,9780300162301,"['GLOA 450', 'GLOA 599']"
RUBIN,MAN WITH THE BEAUTIFUL VOICE,9780807029275,['EDCD 609']
RUBIN,RESEARCH METHODS F/SOCIAL WORK,9781305633827,['SOCW 671']
RUDRUM,BROADVIEW ANTH.OF 17TH CENT.VERSE+PROSE,9781551110530,['ENGH 325']
RUEFLE,LITTLE WHITE SHADOW,9781933517032,"['ENGH 497', 'ENGH 608']"
RUHL,EURYDICE,9780573662447,['THR 496']
RUMBERG,SPARKFUN GD TO PROCESSING,9781593276126,['CS 100']
RUPPEL,GOVERNMENTAL ACCOUNTING MADE EASY,9780470411506,['PUAD 660']
RUSSELL,ARTIFICIAL INTELLIGENCE,9780136042594,"['CS 580', 'CS 687']"
RUSSELL,PASTIMES,9781571677129,['PRLS 210']
RUSSELL,SWAMPLANDIA!,9780307276681,['ENGH 442']
RUSSINOVICH,"WINDOWS INTERNALS,PART 1",9780735648739,"['CFRS 775', 'CFRS 780']"
RUSSINOVICH,"WINDOWS INTERNALS,PART 2",9780735665873,"['CFRS 775', 'CFRS 780']"
RUSSOTTI,WHEN YOU HAVE A VISUALLY IMPAIRED STUD.,9780891288947,"['EDSE 411', 'EDSE 511']"
RUSTICI,"ECON 104:MACROECON V1 READER, REV.",9781634870139,['ECON 104']
RUSTICI,ECON 104:MACROECON V2:READINGS PRLIM>C<,9781631894183,['ECON 104']
RUSTICI,ECON 104:MACROECON V2-READINGS REV <C>,9781634872836,['ECON 104']
RUSTICI,MICROECONOMICS:FREE MARKET APPROACH,9781935551119,"['ECON 103', 'ECON 309']"
RUTLAND,"GEORGE MASON,RELUCTANT STATESMAN",9780807106969,['HIST 121']
RYAN,ESPERANZA RISING,9780439120425,['EDRD 610']
SABDROCK,KEYS TO ASSESSING LANGUAGE PERFORMANCE,9780970579836,"['EDCI 520', 'EDCI 684']"
SACHDEV,BUSINESS STRATEGIES F/SATELLITE SYS.,9781580535922,['TCOM 521']
SACHEDINA,ISLAM+CHALLENGE OF HUMAN RIGHTS,9780195388428,['RELI 379']
SACHEDINA,ISLAMIC MESSIANISM,9780873954587,['RELI 645']
SACHEDINA,ISLAMIC ROOTS OF DEMOCRATIC PLURALISM,9780195326017,['RELI 379']
SACKS,"MUSICOPHILIA,REV+EXP",9781400033539,['MUSI 477']
SADAVA,LIFE:SCI.OF BIOLOGY (LOOSELEAF),9781464141263,"['BIOL 213', 'BIOL 308', 'EVPP 301']"
SADAVA,LIFE:SCI.OF BIOLOGY:V.1,9781464141225,['BIOL 213']
SADAVA,LIFE:SCI.OF BIOLOGY:V.2,9781464141232,"['BIOL 308', 'BIOL 310']"
SADAVA,LIFE:SCI.OF BIOLOGY:V.3,9781464141249,['BIOL 310']
SADAVA,LIFE:SCI.OF BIOLOGY-ACCESS (12 MONTHS),9781464141331,"['BIOL 213', 'BIOL 308', 'BIOL 310', 'EVPP 210']"
SADAVA,LIFE:SCI.OF BIOLOGY-STD.GDE,9781464123658,"['BIOL 213', 'BIOL 308', 'BIOL 310', 'EVPP 210']"
SADAVA,LIFE:SCI.OF BIOLOGY-TEXT,9781429298643,"['BIOL 213', 'BIOL 308', 'BIOL 310', 'EVPP 210', 'EVPP 301']"
SADAVA,LIFE:SCI.OF BIOLOGY-W/BIOPORTAL ACCESS,9781464141652,['EVPP 210']
SADIKU,ELEMENTS OF ELECTROMAGNETICS,9780199321384,['ECE 305']
SAFERSTEIN,CRIMINALISTICS:INTRO.TO FORENSIC SCI.,9780133458824,['FRSC 570']
SAFERSTEIN,CRIMINALISTICS:INTRO.TO...(LOOSELEAF),9780133858136,['FRSC 570']
SAGAN,SPREAD OF NUCLEAR WEAPONS:DEBATE RENEW.,9780393977479,"['BIOD 706', 'GOVT 739']"
SAID,OUT OF PLACE,9780679730675,['ENGH 309']
SALAMON,TOOLS OF GOVERNMENT,9780195136654,"['GOVT 753', 'PUAD 703']"
SALANIE,ECONOMICS TAXATION,9780262194860,['ECON 826']
SALIH,SEASON OF MIGRATION TO THE NORTH,9781590173022,['ENGH 513']
SALISBURY,CRUELEST MILES,9780393325706,['GCH 320']
SALKIND,STATISTICS F/PEOPLE WHO(THINK THEY)...,9781452277714,['PSYC 300']
SALTZMAN,BIOMEDICAL ENGINEERING,9781107037199,['BENG 101']
SAMAHA,CRIMINAL PROCEDURE,9781285457871,['CRIM 424']
SAMARA,DESIGN ELEMENTS:GRAPHIC STYLE MANUAL,9781592539277,"['AVT 243', 'AVT 311']"
SAMARAS,SELF-STUDY TEACHER RESEARCH,9781412972079,"['EDCI 702', 'EDUC 675']"
SAMBAMURTHY,GUIDING  DIGITAL TRANSFRMTN/ ORG,9780985795504,['MBA 662']
SAMOVAR,COMMUNICATION BETWEEN CULTURES,9781285444628,['CONF 310']
SAMOVAR,COMMUNICATION BETWEEN CULTURES,9781111349103,['HNRS 230']
SAMOVAR,INTERCULTURAL COMMUNICATION:READER,9781285077390,['COMM 305']
SAMPSON,POSITIVE APPROACHES TO PEACEBUILDING,9780981907635,['CONF 330']
SAMUELS,STATISTICS FOR LIFE SCIENCES,9780321652805,['BIOL 214']
SANDBERG,"LEAN IN:WOMEN,WORK+WILL TO LEAD",9780385349949,"['GOVT 319', 'WMST 450', 'WMST 550']"
SANDEL,WHAT MONEY CAN'T BUY,9780374203030,['CONF 310']
SANDOLE,PEACEBUILDING,9780745641669,['CONF 340']
SANGHERA,FUND.OF COMPUTING-EBOOK ONLY >IC<,9781465280473,['IT 104']
SANGHERA,FUNDAMENTALS OF COMPUTING-W/ACCESS,9781465279545,['IT 191']
SANSAY,SECRET HISTORY+LAURA,9781551113463,['ENGH 650']
SARGEANT,MARKETING MANAGEMENT F/NONPROFIT ORG.,9780199236152,['MKTG 481']
SARGENT,SUPERPOWER TRANSFORMED,9780195395471,['HIST 615']
SASLOW,TOP NOTCH 1-W/ACCESS,9780133393484,['AE 021']
SASLOW,TOP NOTCH FUNDAMENTALS-W/ACCESS,9780133542752,['AE 011']
SASSEN,EXPULSIONS,9780674599222,['GLOA 610']
SATRAPI,COMPLETE PERSEPOLIS,9780375714832,['HIST 387']
SATRAPI,PERSEPOLIS,9780375714573,"['ENGH 201', 'WMST 100']"
SATTASS,BIOL 104:INTRO OF BIOL LAB MANUAL >C<,9780738073712,['BIOL 104']
SATTLER,FOUNDATIONS OF BEHAVIORAL..-W/RSRCE.GDE,9780970267122,['PSYC 710']
SAUER,NUMERICAL ANALYSIS,9780321783677,"['CDS 410', 'MATH 446', 'MATH 447', 'OR 481']"
SAUER,NUMERICAL ANALYSIS-STUD.SOLN.MAN.,9780321783929,"['CDS 410', 'MATH 446', 'MATH 447', 'OR 481']"
SAUNDERS,FINANCIAL INSTITUTIONS MGMT.,9780078034800,['FNAN 321']
SAUNDERS,FINANCIAL MARKETS+INSTITUTIONS-ACCESS,9780077641849,['MBA 703']
SAUSVILLE,MATH 106:MATH IDEAS W/MYMATHLAB >CI<,9781256715825,['MATH 106']
SAVAGE,MONUMENT WARS,9780520271333,['HIST 610']
SAVICKI,DEVEL INTERCULTURAL COMPETENCE&TRANSFRM,9781579222666,['EDUC 878']
SAWYER,FACILITY MANAGEMENT F/PHYS.ACTIV.+SPORT,9781571675767,['PRLS 405']
SAWYER,GROUP GENIUS,9780465071937,['EDIT 413']
SCANLON,EARLY INTERVENTION F/READING DIFFICULT.,9781606238530,['EDRD 630']
SCARBOROUGH,ESSENTIALS OF ENTREPRENEUR+SMALL BUS...,9780132666794,"['IT 495', 'MBUS 304', 'MGMT 451']"
SCARRY,ON BEAUTY+BEING JUST,9780691089591,"['AVT 407', 'AVT 507']"
SCHAFER,SOCI 101:SOCIOLOLGY MATTERS,9781259703454,['SOCI 101']
SCHAFFER,MAKING DECISIONS ABOUT CHILDREN,9780631202592,['PSYC 669']
SCHAFFNER,GIRLS IN TROUBLE WITH THE LAW,9780813538341,['SOCI 302']
SCHATTSCHNEI'R,SEMISOVEREIGN PEOPLE,9780030133664,['GOVT 510']
SCHAUM,ENGINEERING ECONOMICS,9780070238343,['SYST 330']
SCHECK,ACTUAL INNOCENCE:WHEN JUSTICE GOES...,9780451209825,['CRIM 495']
SCHELL,ART OF GAME DESIGN,9781466598645,['GAME 210']
SCHELLING,ARMS+INFLUENCE,9780300143379,['GOVT 744']
SCHELLING,MICROMOTIVES+MACROBEHAVIOR,9780393329469,"['ECON 496', 'ECON 827']"
SCHELLING,STRATEGY OF CONFLICT,9780674840317,"['ECON 496', 'ECON 827']"
SCHEPER-HUGHES,DEATH WITHOUT WEEPING,9780520075375,['CULT 860']
SCHEUERMANN,POSITIVE BEHAV.SUPP.F/CLASS.-ACCESS,9780133958904,['EDSE 502']
SCHEUERMANN,POSITIVE BEHAV.SUPP.F/CLASS.-W/ACCESS,9780133803259,"['EDSE 402', 'EDSE 502']"
SCHLOSSBAGLE,SCALABLE INTERNET ARCHITECTURES,9780672326998,['TCOM 690']
SCHMIDT,EVIDENCE-BASED PRAC.F/NURSES-W/ACCESS,9781284053302,['NURS 453']
SCHMIDT,MOTOR LEARNING+PERFORMANCE-W/ACCESS,9781450443616,['RHBS 416']
SCHMIDT,STRATEGIC PROJECT MGMT.MADE SIMPLE,9780470411582,['GCH 691']
SCHMIDTZ,ELEMENTS OF JUSTICE,9780521539364,"['ECON 460', 'GOVT 469', 'PHIL 460']"
SCHMITT,POLITICAL THEOLOGY,9780226738895,['GOVT 731']
SCHNALL,WHAT WILL IT TAKE TO MAKE A WOMAN...,9781580054966,"['GOVT 319', 'WMST 450', 'WMST 550']"
SCHNEIDER,REVERSIBLE DESTINY,9780520236097,['HIST 387']
SCHNEIER,SECRETS+LIES,9780471453802,"['TCOM 535', 'TCOM 561']"
SCHORR,COMMON PURPOSE,9780385475334,['HDFS 300']
SCHREIBER,EDUCATIONAL RESEARCH,9780470139103,['EDCD 601']
SCHUDSON,DISCOVERING THE NEWS,9780465016662,['COMM 455']
SCHUH,STUDENT SERVICES:HANDBK.F/PROFESSION,9780470454985,['CTCH 644']
SCHULTEN,MAPPING THE NATION,9780226103969,['HIST 688']
SCHUNK,LEARNING THEORIES (LOOSELEAF)-W/ACCESS,9780134013480,['EDIT 704']
SCHUSTER,AMERICAN FACULTY,9780801891038,['CTCH 602']
SCHWALBE,HEALTHCARE PROJECT MANAGEMENT,9780982800355,['GCH 691']
SCHWALBE,INFORMATION TECH.PROJ.MGMT. (REVISED),9781285847092,['SYST 630']
SCHWARTZ,8 LAWS OF CHANGE,9781620554579,['NCLC 455']
SCHWARTZ,SPECTACULAR REALITIES,9780520221680,['HIST 635']
SCHWARTZ,WHY WE WORK,9781476784861,['PUAD 502']
SCHWARZ,FROM DISABILITY TO POSSIBILITY,9780325009933,['EDUC 301']
SCHWARZER,"RICHES,RIVALS+RADICALS",9781933253756,['HIST 691']
SCHWEDLER,UNDERSTANDING CONTEMPORARY MIDDLE EAST,9781588269102,"['GOVT 332', 'GOVT 632']"
SCRANTON,LEARNING TO DIE IN ANTHROPOCENE,9780872866690,['GOVT 731']
SDE-OR,KRAV MAGA:HOW TO DEFEND YOURSELF...,9781583940082,['PHED 183']
SEAGER,PENGUIN ATLAS OF WOMEN IN THE WORLD,9780143114512,['WMST 100']
SEAVER,WALLINGTON'S WORLD,9780804714327,['HIST 643']
SEAWARD,MANAGING STRESS:CREATIVE JOURNAL,9780763790141,['GCH 325']
SEAWARD,MANAGING STRESS-W/ACCESS,9781284036640,['GCH 325']
SEBESTA,CONCEPTS OF PROGRAMMING LANG.-W/ACCESS,9780133943023,['CS 463']
SECOTT,SLUMDOG MILLIONAIRE PACK:MACMILLAN RDR,9780230404717,['AE 050']
SEDARIS,DRESS YOUR FAMILY IN CORDUROY+DENIM,9780316010795,['ENGH 399']
SEDARIS,ME TALK PRETTY ONE DAY,9780316776967,['ENGH 201']
SEDIGHI,PERSIAN IN USE,9789087282172,"['PERS 110', 'PERS 210']"
SEDRA,MICROELECTRONIC CIRCUITS,9780199339136,['ECE 333']
SEDRA,MICROELECTRONIC CIRCUITS-PACKAGE,9780199931507,['ECE 433']
SEDRA,MICROELECTRONIC CIRCUITS-W/DVD,9780195323030,['ECE 433']
SEEFELDT,SOC.STUDIES F/PRESCHOOL/PRIMARY CHILD,9780132867986,['ECED 513']
SEGAL,INTRO TO PROFESSION SOCW-LL W/MIDTAP ACC,9781305790810,['SOCW 200']
SEGUI,STEEL DESIGN,9781111576004,"['CEIE 412', 'CEIE 512']"
SEIDMAN,BASIC LAB.CALCULATIONS F/BIOTECHNOLOGY,9780132238106,['BIOL 486']
SEIDMAN,BIOTECHNOLOGY+LAB.SCIENCE-LAB.MAN.,9780321644022,['BIOL 486']
SEIGEL,FORENSIC SCIENCE:BASICS,9781420089028,"['FRSC 200', 'FRSC 302']"
SEKERKA,THERMAL PHYSICS,9780128033043,['PHYS 711']
SELIGMAN,DIAGNOSIS+TREATMENT PLAN.IN COUNSELING,9780306484728,['EDCD 609']
SELLERS,UNDERSTANDING SPACE >CUSTOM<,9780073407753,['ME 499']
SELTZER,101 CAREERS IN PUBLIC HEALTH,9780826117687,['GCH 465']
SEMEL,FOUNDATIONS OF EDUCATION,9780415806251,"['EDUC 422', 'EDUC 522']"
SEMMLOW,SIGNALS+SYSTEMS F/BIOENGINEERS,9780123849823,['BENG 320']
SENECA,MEDEA,9780801494321,['CLAS 350']
SERRELL,EXHIBIT LABELS,9781442249035,['HIST 691']
SERVENTI,PASTA : THE STORY OF A UNIVERSAL FOOD,9780231124423,['HNRS 230']
SERVICE,HISTORY OF MODERN RUSSIA,9780674034938,['HIST 329']
SESTANOVICH,MAXIMALIST,9780307388308,['GOVT 344']
SEVERINI,ANALYTIC METHODS IN SPORTS,9781482237016,"['SPMT 480', 'SRST 598']"
SEWARD,MANAGING SRESS W/ACCESS+CREATV JRNL >BI<,9781284110838,['GCH 325']
SHAARA,KILLER ANGELS (RACK SIZE),9780345348104,['HIST 373']
SHAFRITZ,INTRODUCING PUBLIC ADMINISTRATION,9780205855896,['PUAD 502']
SHAGAN,POPULAR POLITICS+ENGLISH REFORMATION,9780521525558,['HIST 643']
SHAKESPEARE,CORIOLANUS,9780671722586,['ENGH 201']
SHAKESPEARE,HAMLET,9780140714548,['ENGH 201']
SHAKESPEARE,HAMLET,9781451669411,['ENGH 201']
SHAKESPEARE,KING LEAR,9780140714760,['ENGH 305']
SHAKESPEARE,OTHELLO,9780312398989,['ENGH 323']
SHAKESPEARE,OTHELLO (9535876),9780199535873,['ENGH 324']
SHAKESPEARE,"ROMEO+JULIET,UPDATED",9780743477116,['THR 496']
SHAKESPEARE,TEMPEST,9780743482837,['ENGH 201']
SHAMMAS,"WATER ENGR HYDRAULICS,DISTBTN&TREATMNT",9780470390986,"['CEIE 440', 'CEIE 540']"
SHAMOO,RESPONSIBLE CONDUCT OF RESEARCH,9780199376025,['HHS 818']
SHAPIRO,ETHICAL LEAD.+DECISION MAKING IN EDUC.,9780415874595,['EDLE 612']
SHAPIRO,MULTINATIONAL FINANCIAL MGMT.,9781118572382,['FNAN 440']
SHAPIRO,OXFORD PICTURE DICT.:MONO..-W/HIGH WKBK,9780194999892,['AE 013']
SHARON,IT'S OUR RESEARCH,9780123851307,['EDIT 752']
SHATZ,UNDERSTANDING LANG.IN DIVERSE CLASSROOM,9780415894449,"['ECED 402', 'ECED 502']"
SHAUGHNESSY,"HOW TO BE A GRAPHIC DESIGNER,WITHOUT...",9781568989839,"['AVT 413', 'AVT 519']"
SHAUGHNESSY,RESEARCH METHODS IN PSYCHOLOGY,9780077825362,['PSYC 301']
SHAVELL,FOUNDATIONS OF ECONOMIC ANALYSIS LAW,9780674011557,['ECON 840']
SHAVIT,MY PROMISED LAND,9780385521703,"['GLOA 450', 'GLOA 599']"
SHEELER,LITTLE SPARTA,9781780272948,['ENGH 608']
SHELDON,CHARACTER DEVELOPMENT+STORYTELLING...,9781435461048,['GAME 332']
SHELL,BARGAINING FOR ADVANTAGE-UPDATED,9780143036975,['CONF 310']
SHELLEY,DIRTY ENTANGLEMENTS,9781107689305,['GOVT 745']
SHELLEY,FRANKENSTEIN,9780393927931,"['ENGH 202', 'HNRS 122']"
SHELLEY,FRANKENSTEIN,9780312463182,['ENGH 305']
SHELLEY,FRANKENSTEIN,9780451532244,['PHIL 253']
SHELLEY,FRANKENSTEIN:1818 TEXT (9537151),9780199537150,"['ENGH 201', 'HNRS 353']"
SHELLEY,FRANKENSTEIN:LONGMAN CULTURAL EDITION,9780321399533,['ENGH 201']
SHELLEY,HUMAN TRAFFICKING:GLOBAL PERSPECTIVE,9780521130875,['NCLC 475']
SHELLEY,LAST MAN  (52355),9780199552351,['ENGH 400']
SHEPHERD,MIDDLE ENGLISH ROMANCES,9780393966077,"['ENGH 421', 'ENGH 625']"
SHERMAN,TWELVE DISEASES THAT CHANGED OUR WORLD,9781555814663,['BIOL 301']
SHERMER,SUNBELT CAPITALISM,9780812223477,['HIST 623']
SHI,DELIVERING HEALTH CARE IN...-ACCESS,9781284047073,['HAP 301']
SHI,DELIVERING HEALTH CARE IN...-TEXT,9781284037753,['HAP 301']
SHI,DELIVERING HEALTH CARE IN...-W/ACCESS,9781284047127,['HAP 301']
SHI,DELIVERING HEALTH CARE IN...-W/ACCESS,9781284074635,['HAP 301']
SHI,ESSENTIALS OF U.S.HEALTH...-W/ACCESS,9781284100556,"['HAP 301', 'HAP 678']"
SHI,HEALTH SERVICES RESEARCH METHODS,9781428352292,['HAP 445']
SHIFMAN,MEMES IN DIGITAL CULTURE,9780262525435,"['AVT 217', 'AVT 415']"
SHILLADY,SPOTLIGHT ON YOUNG CHILD.:EXPLOR.SCI.,9781928896944,['ECED 514']
SHIPTON,RASOM OF RED CHIEF:OXF BKRMS LIB,9780194234153,['AE 010']
SHIPTON,TITANIC!:LEVEL 3 PENGUIN ACTIVE READ.,9781405884495,['AE 030']
SHIPTON,WONDERS OF THE WORLD,9781408232002,['AE 020']
SHIRAEV,INTERNATIONAL RELATIONS,9780190454357,['GOVT 132']
SHIRAEV,RUSSIAN GOVERNMENT+POLITICS,9781137269584,['GOVT 338']
SHIRLEY,FUNDAMENTALS OF COMPUTER GRAPHICS,9781568814698,['CS 351']
SHIVER,MANAGING INTEG.HEALTH SYS.-W/ACCESS,9781284044492,['HAP 706']
SHNEIDERMAN,DESIGNING THE USER INTERFACE,9780321537355,['SWE 632']
SHOEMAKER,NATIVE AMERICAN WHALEMEN+THE WORLD,9781469622576,['HIST 615']
SHOEMAKER,THEORIES OF DELINQUENCY,9780195374179,['SOCI 302']
SHORS,UNDERSTANDING VIRUSES-W/ACCESS,9781449648923,['BIOL 382']
SHOWALTER,LAW OF HEALTHCARE ADMINISTRATION,9781567936445,['HAP 312']
SHRIVER,WE NEED TO TALK ABOUT KEVIN,9780061124297,['NCLC 316']
SHUBIN,YOUR INNER FISH,9780307277459,['BIOL 330']
SHULTZ,"INSURGENTS,TERRORISTS,+MILITIAS",9780231129831,['GOVT 745']
SHUTIKA,BEYOND THE BORDERLANDS,9780520269590,"['ENGH 681', 'SOCW 653']"
SHY,INDUSTRIAL ORGANIZATION,9780262691796,['ECON 370']
SIAS,ORGANIZING RELATIONSHIPS,9781412957977,['COMM 401']
SIDBURY,BECOMING AFRICAN IN AMERICA,9780195382945,['HIST 620']
SIDERIS,"ENVIRONMENTAL ETHICS,ECOLOGICAL...",9780231126618,"['RELI 420', 'RELI 636']"
SIDES,GAMBLE,9780691163635,['COMM 615']
SIDMAN,COERCION+ITS FALLOUT,9781888830019,['EDSE 623']
SIEGLER,HOW CHILDREN DEVELOP,9781429242318,['PSYC 313']
SIEGLER,HOW CHILDREN DEVELOP   (LOOSE),9781464108624,['PSYC 313']
SIKORSKI,PRACTICAL MALWARE ANALYSIS,9781593272906,['CFRS 761']
SILBERBERG,CHEM 211:CHEM V1+CNNCTPLUS+SOLN MAN>IP<,9781259342318,['CHEM 211']
SILBERBERG,CHEM 212:CHEM+CONNCECTPLUS+SOLN MAN>IP<,9781259341977,['CHEM 212']
SILBERBERG,CHEMISTRY,9780073511177,['CHEM 211']
SILBERBERG,CHEMISTRY-CONNECT+ CHEMISTRY ACCESS,9780078129865,"['CHEM 211', 'CHEM 212']"
SILBERBERG,CHEMISTRY-STUD.SOLN.MAN.,9780073518299,"['CHEM 211', 'CHEM 212']"
SILBERBERG,CHEMISTRY-STUD.STD.GDE.,9780078131615,"['CHEM 211', 'CHEM 212']"
SILBERBERG,CHEMISTRY-W/ACCESS,9781259669521,"['CHEM 211', 'CHEM 212']"
SILBERGERG,CHEM 212:CHEMISTRY VOL.2 CUSTOM >C<,9781259341908,['CHEM 212']
SILBERSCHATZ,OPERATING SYSTEM CONCEPTS,9781118063330,['CS 471']
SILBERSCHATZ,OPERATING SYSTEM CONCEPTS (LOOSELEAF),9781118129388,['CS 471']
SILVERS,PROFESSIONAL EVENT COORDINATION,9780470560716,['TOUR 220']
SIMMONS,MOBILIZING FOR HUMAN RIGHTS,9780521712323,['GOVT 540']
SIMMONS,PREACHING WITH SACRED FIRE,9780393058314,"['ENGH 201', 'ENGH 309']"
SIMPSON,WAR FROM GROUND UP,9780199333530,['GOVT 744']
SIMS,LIVING FOLKLORE,9780874218442,['ENGH 315']
SINCLAIR,LATIN AMERICAN TELEVISION INDUSTRIES,9781844573882,['SPAN 551']
SINCLAIR,SOCIAL CITIZEN,9780226922829,['GOVT 510']
SINGER,WIRED FOR WAR,9780143116844,['GOVT 490']
SIPSER,INTRO.TO THEORY OF COMPUTATION,9781133187790,['ECE 548']
SITLINGTON,TRANSITION EDUC.+SERV.F/STUD.W/DISABIL.,9780135056080,['EDSE 544']
SIZER,NUTRITION,9781133603184,"['KINE 320', 'NUTR 295']"
SIZER,NUTRITION (LOOSELEAF),9781133610113,['KINE 320']
SIZER,NUTRITION-STUDY GUIDE,9781133609933,"['KINE 320', 'NUTR 295']"
SKALAK,GUIDE TO FORENSIC ACCT.INVESTIGATION,9780470599075,['CFRS 770']
SKINNER,ABOUT BEHAVIORISM,9780394716183,['EDSE 619']
SKLOOT,IMMORTAL LIFE OF HENRIETTA LACKS,9781400052189,"['ENGH 302', 'GCH 376', 'PHIL 309']"
SKOCPOL,STATES & SOCIAL REVOLUTIONS,9781107569843,"['SOCI 660', 'SOCI 860']"
SKOLNICK,CRISIS IN AMER.INSTITUTIONS,9780205610648,['EDUC 887']
SKOLNICK,VIDEO GAME STORYTELLING,9780385345828,['GAME 332']
SKOLNIK,GLOBAL HEALTH 101-ACCESS,9781284050219,['GCH 205']
SKOLNIK,GLOBAL HEALTH 101-W/ACCESS,9781284050547,['GCH 205']
SLAHI,GUANTANAMO DIARY,9780316389259,['HNRS 130']
SLATER,LYING:METAPHORICAL MEMOIR,9780142000069,['ENGH 202']
SLAYDEN,CHEM 211/212/251 LAB EXPERIMENTS >C<,9781506622781,"['CHEM 211', 'CHEM 212', 'CHEM 251']"
SLAYDEN,CHEM 313 SUPPLEMENT >C<,9781506640693,['CHEM 313']
SLAYDEN,CHEM 315/318: ORGANIC CHEMISTRY LAB >C<,9781506610733,"['CHEM 315', 'CHEM 318']"
SLEEPER-SMITH,WHY YOU CAN'T TCH U S HIST W/OUT AM INDN,9781469621203,['HIST 615']
SLUGA,INTERNATIONALISM IN THE AGE OF NATIONALI,9780812223323,['HIST 615']
SMALL,STITCHES,9780393338966,"['ENGH 201', 'NCLC 317']"
SMART,WORLDVIEWS,9780130209801,['RELI 100']
SMITH,BLOOD DAZZLER,9781566892186,['ENGH 201']
SMITH,ELEMENTS OF ECOLOGY,9780321934185,['EVPP 301']
SMITH,ELEMENTS OF ECOLOGY (LOOSELEAF),9780321994912,['EVPP 301']
SMITH,EMERGENCE OF LIBERATION THEOLOGY,9780226764108,['RELI 320']
SMITH,ETHNIC ORIGINS OF NATIONS,9780631161691,['GOVT 741']
SMITH,EVERYDAY WORLD AS PROBLEMATIC,9781555530365,['SOCI 412']
SMITH,INQUIRY INTO NATURE+CAUSES OF WLTH..-V1,9780865970069,"['ECON 385', 'ECON 827', 'ECON 895', 'ENGH 346']"
SMITH,INQUIRY INTO NATURE+CAUSES OF WLTH..-V2,9780865970076,"['ECON 385', 'ECON 827', 'ECON 895', 'ENGH 346']"
SMITH,INQUIRY INTO NATURE+CAUSES OF WLTH.-1+2,9780865970083,"['ECON 385', 'ECON 827', 'ECON 895', 'ENGH 346']"
SMITH,MARCH'S ADVANCED ORGANIC CHEMISTRY,9780470462591,['CHEM 614']
SMITH,PAY FOR PLAY,9780252077838,['HIST 389']
SMITH,PENGUIN STATE OF THE WORLD ATLAS,9780143122654,['GOVT 322']
SMITH,PRACTICE-BASED PROF.DEV.F/TEACHERS...,9780873535045,['EDCI 666']
SMITH,"RACE,SPORT+AMERICAN DREAM",9781611634877,['SPMT 304']
SMITH,READING AUTOBIOGRAPHY,9780816669868,['HNRS 130']
SMITH,SIGNING NATURALLY...1-6-WKBK.-W/2 DVDS,9781581212105,"['EDSE 115', 'EDSE 515']"
SMITH,SOCIOLOGY OF SPORT+SOCIAL THEORY,9780736075725,['SPMT 304']
SMITH,TEACHERS ENGAGED IN RESEARCH,9781593114954,['EDCI 666']
SMITH,TEXT IN BOOK FORMAT:BOOK NUMBER 120,9780974076416,"['ENGH 497', 'ENGH 608']"
